architecture_id	total_junctions	min_rank	max_rank	avg_rank	num_strong_0.5	num_strong_1.0	num_strong_2.0
C02_H01_B507	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B508	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B509	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B510	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B511	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B512	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B513	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B514	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B515	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B516	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B517	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B518	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B519	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B520	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B521	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B522	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B523	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B524	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B525	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B526	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B527	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B528	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B529	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B530	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B531	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B532	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B533	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B534	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B535	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B536	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B537	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B538	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B539	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B540	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B541	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B542	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B543	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B544	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B545	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B546	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B547	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B548	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B549	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B550	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B551	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B552	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B553	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B554	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B555	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B556	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B557	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B558	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B559	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B560	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B561	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B562	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B563	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B564	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B565	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B566	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B567	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B568	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B569	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B570	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B571	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B572	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B573	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B574	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B575	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B576	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B577	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B578	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B579	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B580	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B581	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B582	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B583	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B584	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B585	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B586	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B587	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B588	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B589	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B590	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B591	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B592	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B593	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B594	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B595	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B596	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B597	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B598	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B599	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B600	72	0.4592	79.8684	26.512127777777778	1	4	7
C02_H01_B601	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B602	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B603	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B604	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B605	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B606	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B607	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B608	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B609	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B610	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B611	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B612	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B613	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B614	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B615	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B616	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B617	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B618	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B619	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B620	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B621	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B622	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B623	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B624	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B625	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B626	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B627	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B628	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B629	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B630	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B631	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B632	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B633	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B634	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B635	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B636	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B637	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B638	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B639	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B640	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B641	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B642	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B643	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B644	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B645	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B646	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B647	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B648	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B649	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B650	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B651	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B652	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B653	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B654	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B655	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B656	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B657	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B658	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B659	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B660	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B661	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B662	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B663	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B664	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B665	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B666	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B667	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B668	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B669	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B670	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B671	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B672	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B673	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B674	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B675	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B676	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B677	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B678	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B679	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B680	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B681	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B682	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B683	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B684	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B685	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B686	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B687	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B688	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B689	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B690	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B691	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B692	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B693	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B694	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B695	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B696	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B697	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B698	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B699	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B700	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B701	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B702	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B703	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B704	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B705	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B706	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B707	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B708	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B709	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B710	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B711	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B712	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B713	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B714	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B715	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B716	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B717	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B718	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B719	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H01_B720	72	0.2019	78.0833	21.975756944444445	2	5	8
C02_H02_B001	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B002	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B003	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B004	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B005	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B006	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B007	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B008	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B009	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B010	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B011	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B012	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B013	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B014	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B015	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B016	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B017	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B018	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B019	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B020	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B021	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B022	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B023	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B024	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B025	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B026	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B027	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B028	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B029	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B030	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B031	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B032	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B033	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B034	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B035	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B036	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B037	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B038	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B039	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B040	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B041	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B042	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B043	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B044	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B045	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B046	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B047	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B048	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B049	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B050	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B051	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B052	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B053	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B054	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B055	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B056	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B057	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B058	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B059	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B060	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B061	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B062	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B063	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B064	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B065	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B066	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B067	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B068	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B069	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B070	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B071	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B072	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B073	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B074	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B075	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B076	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B077	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B078	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B079	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B080	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B081	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B082	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B083	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B084	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B085	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B086	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B087	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B088	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B089	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B090	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B091	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B092	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B093	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B094	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B095	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B096	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B097	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B098	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B099	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B100	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B101	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B102	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B103	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B104	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B105	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B106	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B107	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B108	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B109	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B110	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B111	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B112	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B113	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B114	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B115	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B116	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B117	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B118	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B119	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B120	72	0.2337	78.0833	22.390229166666664	2	5	8
C02_H02_B121	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B122	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B123	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B124	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B125	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B126	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B127	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B128	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B129	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B130	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B131	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B132	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B133	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B134	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B135	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B136	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B137	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B138	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B139	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B140	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B141	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B142	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B143	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B144	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B145	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B146	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B147	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B148	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B149	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B150	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B151	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B152	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B153	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B154	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B155	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B156	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B157	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B158	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B159	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B160	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B161	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B162	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B163	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B164	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B165	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B166	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B167	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B168	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B169	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B170	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B171	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B172	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B173	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B174	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B175	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B176	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B177	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B178	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B179	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B180	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B181	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B182	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B183	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B184	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B185	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B186	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B187	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B188	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B189	72	0.2709	78.0833	22.837525	2	5	7
C02_H02_B190	72	0.2709	78.0833	22.837525	2	5	7
