architecture_id	total_junctions	min_rank	max_rank	avg_rank	num_strong_0.5	num_strong_1.0	num_strong_2.0
C01_H01_B347	72	0.0596	86.6667	30.61370833333333	1	4	6
C01_H01_B348	72	0.0596	86.6667	30.61370833333333	1	4	6
C01_H01_B349	72	0.0596	86.6667	30.61370833333333	1	4	6
C01_H01_B350	72	0.0596	86.6667	30.61370833333333	1	4	6
C01_H01_B351	72	0.0596	86.6667	30.61370833333333	1	4	6
C01_H01_B352	72	0.0596	86.6667	30.61370833333333	1	4	6
C01_H01_B353	72	0.0596	86.6667	30.61370833333333	1	4	6
C01_H01_B354	72	0.0596	86.6667	30.61370833333333	1	4	6
C01_H01_B355	72	0.0596	86.6667	30.61370833333333	1	4	6
C01_H01_B356	72	0.0596	86.6667	30.61370833333333	1	4	6
C01_H01_B357	72	0.0596	86.6667	30.61370833333333	1	4	6
C01_H01_B358	72	0.0596	86.6667	30.61370833333333	1	4	6
C01_H01_B359	72	0.0596	86.6667	30.61370833333333	1	4	6
C01_H01_B360	72	0.0596	86.6667	30.61370833333333	1	4	6
C01_H01_B361	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B362	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B363	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B364	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B365	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B366	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B367	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B368	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B369	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B370	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B371	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B372	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B373	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B374	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B375	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B376	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B377	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B378	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B379	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B380	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B381	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B382	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B383	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B384	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B385	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B386	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B387	72	0.0596	84.9405	28.608383333333336	1	4	6
C01_H01_B388	72	0.0596	84.9405	28.608383333333336	1	4	6
